run_name,weights,weights_path,test_images,ground_truth_objects,predicted_objects,TP,FP,FN,precision,recall,f1_score,f2_score,accuracy,avg_iou_TP,avg_confidence,mAP50,mAP50_95,elapsed_sec,sec_per_image,annotated_test_dir,detections_csv,image_metrics_csv,class_metrics_csv,official_precision,official_recall,official_f1_score
helmet_train-6,last.pt,D:\realtime-opencv-detection\runs\detect\helmet_train-6\weights\last.pt,149,274,269,232,37,42,0.862453531598513,0.8467153284671532,0.8545119705340699,0.8498168498168497,0.7459807073954984,0.825993941690199,0.8258990027204323,0.8336264035475918,0.5386938789947526,26.986339330673218,0.18111637134680011,D:\realtime-opencv-detection\results\helmet_test_only_metrics\helmet_train-6\last\annotated_test_images,D:\realtime-opencv-detection\results\helmet_test_only_metrics\helmet_train-6\last\test_detections.csv,D:\realtime-opencv-detection\results\helmet_test_only_metrics\helmet_train-6\last\test_image_metrics.csv,D:\realtime-opencv-detection\results\helmet_test_only_metrics\helmet_train-6\last\test_class_metrics.csv,0.8669653179190752,0.8614505996573386,0.8641991611032291
